date,Formula 1,F1,Bahrain Grand Prix,Emilia Romagna Grand Prix,Portuguese Grand Prix,Spanish Grand Prix,Monaco Grand Prix,Azerbaijan Grand Prix,French Grand Prix,Styrian Grand Prix,Austrian Grand Prix,British Grand Prix,Hungarian Grand Prix,Belgian Grand Prix,Dutch Grand Prix,Italian Grand Prix,Russian Grand Prix,Turkish Grand Prix,United States Grand Prix,Mexico City Grand Prix,São Paulo Grand Prix,Qatar Grand Prix,Saudi Arabian Grand Prix,Abu Dhabi Grand Prix,Australian Grand Prix,Miami Grand Prix,Canadian Grand Prix,Singapore Grand Prix,Japanese Grand Prix,Bahrain International Circuit,Autodromo Enzo e Dino Ferrari,Autódromo Internacional do Algarve,Circuit de Barcelona-Catalunya,Circuit de Monaco,Baku City Circuit,Circuit Paul Ricard,Red Bull Ring,Silverstone Circuit,Hungaroring,Circuit de Spa-Francorchamps,Circuit Park Zandvoort,Autodromo Nazionale di Monza,Sochi Autodrom,Istanbul Park,Circuit of the Americas,Autódromo Hermanos Rodríguez,Autódromo José Carlos Pace,Losail International Circuit,Jeddah Corniche Circuit,Yas Marina Circuit,Albert Park Grand Prix Circuit,Miami International Autodrome,Circuit Gilles Villeneuve,Marina Bay Street Circuit,Suzuka Circuit,Mercedes,Red Bull,McLaren,Ferrari,AlphaTauri,Aston Martin,Alfa Romeo,Alpine F1 Team,Williams,Haas F1 Team,Lewis Hamilton,Max Verstappen,Valtteri Bottas,Lando Norris,Sergio Pérez,Charles Leclerc,Daniel Ricciardo,Carlos Sainz,Yuki Tsunoda,Lance Stroll,Kimi Räikkönen,Antonio Giovinazzi,Esteban Ocon,George Russell,Sebastian Vettel,Mick Schumacher,Pierre Gasly,Nicholas Latifi,Fernando Alonso,Nikita Mazepin,Robert Kubica,Kevin Magnussen,Guanyu Zhou,Alexander Albon,Nico Hülkenberg,Nyck de Vries,geo
2021-01-28,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,0,2,0,0,2,0,0,3,0,0,3,0,0,0,0,0,2,0,0,11,2,0,0,0,0,0,0,0,0,0,0,21,1,1,4,0,2,2,0,17,0,8,2,0,1,0,2,2,4,1,1,0,0,0,1,29,2,0,0,6,1,4,4,0,1,0,0,BR
2021-01-29,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,11,3,0,0,0,21,25,25,0,0,0,0,22,1,1,5,0,2,2,0,21,0,7,2,0,1,0,3,2,2,1,1,0,0,0,1,17,3,1,0,3,0,6,3,0,2,0,5,BR
2021-01-30,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0,22,0,0,0,0,0,22,2,1,5,0,2,3,0,22,0,8,2,0,1,0,3,2,3,0,1,0,0,0,2,8,3,1,0,3,0,8,13,1,2,0,7,BR
2021-01-31,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,11,2,0,0,35,0,20,0,0,0,0,18,23,2,1,5,0,2,3,0,36,0,7,2,0,1,0,4,2,2,0,1,0,0,0,3,6,1,3,0,3,1,7,22,2,0,0,0,BR
2021-02-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,1,0,0,0,0,7,4,0,23,0,16,0,0,0,0,63,0,20,1,1,5,0,2,2,0,26,0,7,2,0,0,0,1,2,1,1,0,0,0,1,2,4,1,2,0,3,0,1,8,0,0,2,0,BR
2021-02-02,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,13,5,0,0,0,0,20,0,0,0,0,17,20,1,1,4,0,2,2,0,20,0,7,2,0,1,0,2,1,3,0,0,0,0,1,2,3,2,0,0,3,0,2,3,0,0,0,0,BR
2021-02-03,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,12,0,27,0,0,0,0,0,21,1,1,4,0,2,2,0,18,0,7,2,0,1,0,2,1,2,1,0,1,0,0,2,2,1,1,0,2,0,3,2,0,0,0,0,BR
2021-02-04,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,11,8,0,0,0,0,0,0,0,0,0,0,21,1,1,5,0,1,2,0,19,0,8,2,0,1,0,2,3,2,1,1,0,0,0,2,3,1,1,0,3,1,4,2,0,0,1,0,BR
2021-02-05,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,14,0,4,0,1,0,0,0,0,4,0,0,15,0,13,0,0,12,0,0,0,0,0,0,20,1,1,4,0,2,2,0,22,0,8,2,0,1,0,2,2,2,0,0,1,0,0,1,4,1,0,0,3,1,4,2,0,0,0,0,BR
2021-02-06,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,6,0,0,9,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,12,0,18,24,0,0,25,0,0,0,0,34,24,2,1,5,0,2,2,0,21,0,8,2,0,1,0,2,3,1,0,0,0,0,0,2,3,1,1,0,4,2,5,0,0,0,0,0,BR
2021-02-07,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,11,3,18,0,0,0,36,0,0,32,0,13,22,2,1,5,0,1,2,0,21,0,8,2,0,1,0,3,2,2,0,1,1,0,0,2,2,1,3,0,3,1,3,0,0,0,0,0,BR
2021-02-08,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,15,0,0,15,0,64,0,0,0,0,20,2,1,4,0,1,2,0,22,0,19,2,0,1,0,2,2,1,0,1,1,0,0,2,2,1,1,0,3,0,2,3,0,0,2,0,BR
2021-02-09,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,17,5,0,2,0,0,2,0,1,0,0,0,0,0,2,0,13,4,33,25,0,0,0,0,0,0,0,15,20,1,1,5,0,1,2,0,19,0,10,2,0,1,0,2,2,1,0,1,0,0,0,1,3,1,1,0,2,1,3,3,0,0,1,0,BR
2021-02-10,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,18,0,0,0,16,21,1,1,4,0,1,2,0,21,0,6,2,0,1,0,1,1,1,1,0,0,0,0,2,2,1,0,0,2,0,1,4,0,0,1,0,BR
2021-02-11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,12,6,19,0,0,0,23,0,0,22,0,21,20,1,1,4,0,1,2,0,19,0,5,2,0,1,0,2,2,1,1,1,0,0,0,1,2,1,1,0,91,0,4,0,3,0,3,2,BR
2021-02-12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,17,0,15,0,0,15,22,1,1,5,0,1,2,0,23,0,5,2,0,1,0,2,2,2,1,0,0,0,0,1,2,2,1,0,100,1,5,1,0,1,1,0,BR
2021-02-13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,8,6,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3,9,0,0,14,0,36,0,0,0,25,17,0,24,1,2,5,0,2,2,0,21,0,5,2,0,1,0,2,2,1,0,1,1,0,0,2,2,2,1,0,30,0,8,2,0,0,0,0,BR
2021-02-14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,5,5,0,6,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,15,9,24,0,0,0,0,0,0,0,0,0,22,1,1,5,0,1,2,0,28,0,5,3,0,1,0,1,2,2,0,1,1,0,0,2,2,1,1,0,15,0,4,1,0,1,1,0,BR
2021-02-15,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,3,0,2,17,2,0,0,27,0,0,0,0,0,0,0,21,1,3,5,0,1,2,0,20,0,5,2,0,2,0,2,5,1,0,1,0,0,0,3,3,1,1,0,11,1,1,1,1,0,0,0,BR
2021-02-16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,21,2,2,4,0,2,2,0,29,0,3,2,0,2,0,2,5,1,0,0,1,0,0,2,2,1,0,0,9,0,2,2,0,2,0,0,BR
2021-02-17,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,2,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,14,2,13,0,0,0,0,0,21,0,0,0,20,1,2,5,0,1,2,0,23,0,4,2,0,1,0,2,2,1,0,0,0,0,0,1,3,2,1,0,6,1,1,0,0,0,2,4,BR
2021-02-18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,5,0,0,6,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,11,3,21,0,0,0,0,0,0,0,0,0,21,2,2,4,0,1,2,0,33,0,4,2,0,1,0,2,4,1,2,0,0,0,0,1,6,1,1,0,8,0,3,1,0,0,1,0,BR
2021-02-19,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,6,0,0,0,3,5,0,0,0,0,0,5,0,0,0,1,0,2,4,0,14,2,0,0,14,0,29,0,0,0,27,23,23,1,2,4,0,1,2,0,21,0,4,2,0,1,0,1,3,1,7,1,0,0,1,1,4,1,2,0,5,0,3,0,0,0,0,0,BR
2021-02-20,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,3,63,0,20,0,13,0,0,24,0,0,24,2,2,6,0,2,2,0,23,0,4,2,0,2,0,2,4,2,3,0,0,0,0,1,2,1,1,0,4,1,1,2,1,0,0,0,BR
2021-02-21,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,9,4,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,10,5,0,40,0,0,0,0,0,0,19,0,24,2,2,5,0,1,3,0,21,0,4,2,0,1,0,2,3,3,1,0,1,0,0,2,3,1,1,0,5,1,3,0,0,0,0,4,BR
2021-02-22,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,4,2,11,3,20,0,0,0,0,0,0,0,0,0,22,2,1,4,0,1,3,0,17,0,4,1,0,1,0,2,2,2,1,0,0,1,1,1,2,1,1,0,5,1,10,1,3,0,0,7,BR
2021-02-23,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,15,25,0,0,0,12,0,0,15,23,2,2,4,0,2,2,0,17,0,3,3,0,1,0,2,3,2,1,0,0,0,1,1,2,1,0,0,5,0,5,1,0,1,2,0,BR
2021-02-24,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,4,16,0,0,0,0,0,0,0,0,0,23,2,2,4,0,2,2,0,16,0,4,3,0,1,0,2,2,1,1,1,1,0,1,1,2,1,1,0,4,0,3,2,0,0,1,0,BR
2021-02-25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,7,9,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,1,0,0,0,2,13,3,27,0,43,39,0,0,0,0,0,15,22,2,1,5,0,2,2,0,16,0,4,3,0,0,0,1,2,1,1,0,0,0,0,1,2,1,1,0,4,0,0,2,0,0,0,0,BR
2021-02-26,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,7,0,6,0,5,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,39,0,0,0,0,0,12,17,30,22,2,1,5,0,1,2,0,17,0,4,2,0,1,0,3,2,4,0,0,0,0,1,1,2,1,0,0,4,0,2,2,0,0,1,12,BR
2021-02-27,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,6,0,0,7,0,3,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,45,0,0,0,14,0,22,0,0,0,25,2,1,5,0,2,3,0,19,0,5,2,0,1,0,2,2,4,1,1,1,0,1,1,1,2,1,0,4,0,4,5,0,1,0,5,BR
2021-02-28,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,2,10,6,26,0,0,0,20,0,0,0,13,19,24,2,2,5,0,2,3,0,19,0,4,2,0,1,0,2,2,3,0,0,0,0,1,1,3,2,1,0,4,0,1,3,0,0,1,6,BR
2021-03-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,11,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,10,0,13,0,19,12,46,0,0,0,0,0,21,1,1,4,0,2,2,0,17,0,4,2,0,1,0,2,2,2,0,0,0,0,1,1,2,2,1,0,4,1,5,1,0,0,0,4,BR
2021-03-02,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,5,0,0,7,7,0,0,1,0,0,0,0,0,0,3,14,5,0,16,0,0,0,53,0,0,0,0,22,1,1,5,0,2,2,0,17,0,5,2,0,1,0,2,2,2,0,0,0,0,1,2,3,2,1,0,6,2,2,2,0,0,0,4,BR
2021-03-03,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,3,2,3,0,0,0,3,0,0,0,1,0,0,0,0,3,2,0,14,4,0,0,23,31,20,0,12,0,0,20,22,2,1,4,0,5,2,0,18,0,4,2,0,1,0,2,1,2,1,2,0,1,1,1,6,1,1,0,7,1,3,0,0,0,0,4,BR
2021-03-04,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,25,0,14,12,0,14,21,1,1,5,0,3,2,0,17,0,4,2,0,1,0,2,2,2,0,1,0,1,0,2,6,3,0,0,8,10,3,2,1,0,1,0,BR
